index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
1698,44,unemployed,unknown,basic.9y,no,yes,no,telephone,jul,thu,4404,23,21,3,failure,-1.4030465979084563,94.19443755846409,-46.32635194063066,2.713748693811925,5076.2
1699,52,retired,divorced,professional.course,yes,unknown,unknown,telephone,jun,mon,2751,42,19,6,success,-1.3280893499841246,92.369947973039,-47.373043256484095,3.5122577570548894,4991.6
1700,22,management,single,professional.course,no,no,no,telephone,sep,mon,1660,2,15,4,failure,-0.24347802371258176,93.55488367743187,-29.395128799617343,2.13939556170286,5017.5
1701,66,entrepreneur,married,basic.6y,unknown,unknown,no,cellular,apr,tue,4816,21,5,1,success,-0.37099404469065345,93.83599097039816,-41.38477772845826,1.1268460851596294,5176.3
1702,36,management,unknown,university.degree,unknown,no,unknown,telephone,mar,thu,4198,16,23,0,nonexistent,1.0748686384598085,93.17773525300144,-31.63118820956265,1.3271850358981623,5195.8
1703,23,housemaid,single,basic.9y,no,yes,yes,cellular,apr,mon,117,43,25,5,failure,0.4934447650814797,93.94800067914227,-49.35896602803004,2.5359343900352345,5176.3
1704,59,admin.,married,professional.course,unknown,yes,yes,cellular,dec,wed,164,20,13,0,failure,0.3218196695718998,92.66602581303951,-47.34533891980434,1.9375349487544065,4991.6
1705,64,self-employed,single,illiterate,unknown,no,no,cellular,sep,wed,3256,20,27,0,failure,-1.2583426542883736,93.80346229503199,-28.117251857751008,3.2174432468131533,5023.5
1706,21,housemaid,divorced,high.school,no,yes,no,cellular,nov,wed,1542,19,7,0,nonexistent,-0.498446720288626,93.26030550130862,-50.685140739997856,2.604746321074894,4963.6
1707,53,housemaid,divorced,university.degree,yes,unknown,no,telephone,jul,mon,1863,30,25,2,success,-2.6579596576744144,92.97472193990295,-46.3324937699097,3.8703534423670822,4963.6
1708,68,unemployed,unknown,professional.course,yes,no,yes,cellular,aug,wed,2908,2,27,4,failure,-0.47856799537246,94.42684818207839,-30.2625930672239,4.168418082906249,5017.5
1709,78,management,divorced,basic.4y,yes,unknown,no,telephone,dec,fri,2794,46,26,6,success,1.2386284233102223,92.40045782394942,-33.38848757738164,0.7840889548197252,5008.7
1710,69,admin.,single,illiterate,unknown,unknown,yes,telephone,nov,wed,3343,34,6,6,success,-1.4494217824561468,92.82531095963347,-42.124045651663536,3.9020820465714783,5195.8
1711,39,retired,unknown,high.school,yes,unknown,no,telephone,dec,fri,423,5,17,3,success,-2.9668196724246934,93.6909794262209,-47.19541495185873,4.012755217509882,5008.7
1712,23,self-employed,married,basic.6y,yes,unknown,yes,telephone,oct,tue,3263,2,2,1,success,-3.08794591888539,92.87532721696302,-48.69953783847929,3.2303390465133277,5195.8
1713,76,student,divorced,basic.6y,unknown,yes,no,telephone,mar,tue,4836,35,22,5,success,-1.5728230812664115,94.2479828649902,-43.29250913044074,4.826184218036428,5008.7
1714,35,blue-collar,divorced,illiterate,no,yes,no,telephone,jun,wed,3277,14,4,5,nonexistent,0.8292589392034571,94.44148844377568,-37.850068495751756,1.644854288649661,5191.0
1715,25,housemaid,divorced,professional.course,unknown,yes,unknown,telephone,sep,fri,418,12,25,3,nonexistent,-0.9787761087322107,94.6968893461572,-30.996059838113244,4.424947530709386,5076.2
1716,29,housemaid,unknown,professional.course,no,unknown,unknown,cellular,may,fri,4669,14,23,3,nonexistent,0.6189143228903755,93.71457527588944,-35.99250156023295,2.8631087616223634,4963.6
1717,66,technician,unknown,university.degree,no,no,unknown,telephone,sep,fri,3811,48,26,4,failure,-1.4271016068882258,93.11510991632659,-46.210021848356746,4.785693791442739,5191.0
1718,40,management,single,basic.9y,no,unknown,yes,telephone,aug,wed,2187,9,4,0,failure,0.8435434094748362,92.54196358676037,-27.321385971437966,3.4124125788634694,5099.1
1719,73,services,married,illiterate,unknown,unknown,yes,cellular,aug,thu,1726,9,4,0,failure,-3.32385886930999,94.25278421889158,-47.26380295221524,3.6228491075899556,5017.5
1720,26,admin.,divorced,professional.course,yes,yes,no,telephone,apr,wed,2922,14,21,3,nonexistent,-2.5564857239507828,94.05404523717341,-31.982620792205587,4.663538070191435,5008.7
1721,39,retired,single,professional.course,no,yes,yes,cellular,apr,tue,1709,48,24,6,success,-1.5777177116475827,94.3473843663645,-44.31198574383626,1.397635677187194,5191.0
1722,52,entrepreneur,married,high.school,yes,no,yes,cellular,may,thu,181,38,7,4,success,-2.266737790183264,94.01533108167078,-40.762550206696034,1.0324429944256948,5176.3
1723,37,housemaid,divorced,university.degree,no,yes,no,cellular,jul,fri,2002,31,15,0,success,-1.9445476556604973,94.12893482263725,-40.29054157693684,2.2308894196427893,5076.2
1724,23,blue-collar,married,high.school,yes,no,yes,telephone,sep,wed,1696,28,2,1,failure,0.5269654796005852,92.85860466624466,-34.06766583205447,4.535122248345753,4991.6
1725,22,blue-collar,single,illiterate,no,no,unknown,cellular,jun,tue,1713,35,15,3,nonexistent,-0.3372122113299971,94.3654050448069,-41.39107934783469,3.818297067727734,5023.5
1726,35,retired,single,university.degree,unknown,no,no,telephone,apr,wed,1247,1,17,2,failure,-2.631923571595226,93.1731095648077,-41.256244824943785,3.6930022813431242,5176.3
1727,69,admin.,divorced,basic.6y,yes,yes,yes,telephone,nov,tue,575,30,24,4,nonexistent,0.48073523741078406,94.62567644334534,-49.553514837999344,2.6151677115006158,5076.2
1728,74,self-employed,single,basic.6y,no,no,yes,cellular,oct,mon,3383,2,17,2,success,-2.484050369804386,94.40575144229618,-27.450496664358845,1.0618109239745346,5017.5
1729,17,technician,single,professional.course,no,unknown,no,cellular,oct,tue,2060,29,24,2,failure,1.2593350656755056,92.89002827075676,-41.93780259904972,4.914388683302613,5008.7
1730,22,blue-collar,unknown,basic.9y,no,no,no,telephone,apr,tue,3127,42,5,2,nonexistent,-1.9500418503913597,93.52388557017551,-28.751228173479213,2.5100883812346524,5099.1
1731,72,entrepreneur,single,illiterate,no,unknown,unknown,cellular,nov,thu,369,19,26,5,nonexistent,0.11088379176711127,93.59365257054813,-49.10610494790891,4.865701198562222,5017.5
1732,41,management,unknown,basic.6y,no,yes,unknown,cellular,nov,tue,4052,23,14,3,failure,-1.3856034725610717,92.87739322125009,-40.41881486450072,1.3014068089505022,5099.1
1733,40,services,married,high.school,no,no,unknown,cellular,may,fri,3125,12,20,4,nonexistent,-1.6711554372920876,93.94188613689472,-36.74885567150092,2.6519120623287424,5023.5
1734,24,retired,single,high.school,unknown,no,yes,cellular,jun,tue,2542,1,23,0,nonexistent,-1.2941115480926153,92.36301249420275,-29.400054646820205,4.161195840404849,5017.5
1735,41,admin.,divorced,basic.9y,unknown,unknown,yes,cellular,aug,thu,1175,27,3,4,nonexistent,-1.0430796592584892,94.34658682482164,-35.94853028405511,4.298423961458511,5176.3
1736,68,student,unknown,university.degree,no,no,unknown,telephone,aug,mon,1061,41,16,2,nonexistent,-1.3948229366653133,93.85562499886824,-35.02606292996357,2.7723943705546885,5191.0
1737,50,housemaid,divorced,basic.6y,no,no,unknown,telephone,may,mon,2637,36,7,1,failure,-0.663637836008097,94.49437095095898,-47.10439688471555,2.6851326514470806,5008.7
1738,30,admin.,unknown,basic.9y,unknown,yes,unknown,cellular,jul,wed,3527,4,5,2,success,-3.3691590633977877,93.09484355013711,-47.43696372807858,1.319485885881896,5008.7
1739,42,retired,unknown,basic.6y,unknown,no,yes,telephone,may,thu,2475,32,5,6,failure,1.3150670628943248,94.59298099425276,-49.07394065851514,2.6717771814665006,4963.6
1740,43,student,divorced,high.school,yes,unknown,unknown,telephone,apr,thu,607,38,10,1,nonexistent,1.1722398471459061,92.46722801032406,-46.93691862545632,2.5071719675172823,5008.7
1741,20,management,divorced,basic.4y,yes,unknown,no,telephone,aug,wed,4171,12,14,5,nonexistent,-1.3057826831581867,93.37154958122876,-27.29889151742651,2.1264553562006383,5099.1
1742,76,housemaid,single,high.school,unknown,no,unknown,telephone,jun,wed,3638,45,9,3,failure,1.309607538464411,93.78827468858906,-49.01705737274626,3.669311952420206,4963.6
1743,49,technician,unknown,high.school,unknown,no,unknown,cellular,sep,fri,3556,33,4,4,failure,-2.8091555965718094,92.85046359482972,-32.64684043484844,4.83540482494008,5228.1
1744,42,housemaid,unknown,university.degree,unknown,unknown,no,telephone,jul,thu,4937,45,25,6,nonexistent,-2.6211904621203543,92.8287786855345,-38.294673168158226,1.892135242706546,5008.7
1745,49,management,single,university.degree,yes,no,yes,telephone,sep,thu,2443,7,27,4,failure,0.6678951770509127,93.54747915973009,-41.15142666931208,4.45472790858446,5017.5
1746,30,self-employed,unknown,professional.course,no,yes,unknown,telephone,dec,wed,2012,19,13,6,success,-1.570908432616821,94.17542185130448,-36.93781287247858,4.812871576910285,5099.1
1747,48,student,unknown,high.school,unknown,no,yes,telephone,oct,mon,4158,18,0,1,success,-0.05585911526932685,92.6655474448064,-37.69216009145632,3.3173339048545505,5023.5
1748,35,technician,married,basic.6y,no,no,unknown,cellular,may,mon,4841,26,11,5,nonexistent,-2.62586652165369,94.30425877492696,-37.93044320724379,1.279840079587612,4963.6
1749,75,technician,unknown,basic.4y,no,unknown,unknown,telephone,dec,wed,3295,39,4,5,success,-0.29557131068875364,92.44230459160802,-39.392654482528215,3.7688640969599314,5008.7
1750,69,entrepreneur,unknown,basic.6y,no,no,yes,cellular,mar,wed,4287,37,15,5,nonexistent,-3.0579523142863536,93.05985937810775,-48.23214958530212,1.2820168345226408,5191.0
1751,25,technician,divorced,illiterate,no,unknown,unknown,telephone,dec,thu,4513,31,17,5,nonexistent,0.06914210644650165,92.71207454971116,-39.15054693351219,3.2874483712054494,5195.8
1752,67,self-employed,unknown,illiterate,no,no,yes,cellular,jun,thu,3411,24,17,2,failure,-1.7684249092530369,94.79123299520589,-46.931880121656505,3.4484158142642625,5076.2
1753,74,student,single,basic.6y,yes,unknown,unknown,telephone,nov,thu,1402,29,21,4,nonexistent,-1.0299174370486304,93.51409103160769,-31.05757151179445,3.7755129903906166,5176.3
1754,50,management,divorced,basic.4y,yes,yes,no,telephone,aug,mon,806,15,9,1,failure,-1.002449163480998,94.22499106893139,-34.45540135293337,4.283123209081742,4991.6
1755,61,unemployed,unknown,high.school,yes,yes,no,telephone,sep,tue,4054,5,22,2,nonexistent,0.980840428890541,93.48316421007293,-35.145879508592,2.0960333320345046,5076.2
1756,31,retired,married,basic.6y,no,yes,yes,cellular,jun,thu,4544,14,17,0,failure,0.22821466352441355,93.93943276855715,-40.564796104773485,4.964786148017459,5076.2
1757,22,technician,unknown,basic.9y,yes,unknown,no,cellular,mar,tue,2864,13,25,3,failure,-2.7970366068978847,94.72020119073704,-39.66244293627262,2.92502198800579,5176.3
1758,29,student,divorced,basic.6y,yes,no,no,cellular,jul,mon,0,11,10,2,failure,-2.982837121781582,94.36892445574364,-40.89042315537908,1.217495702426722,5228.1
1759,57,unemployed,single,basic.4y,yes,no,no,cellular,apr,thu,4736,20,2,5,success,0.8482525739837823,93.3813358492058,-41.71202408122031,5.033050936506136,5191.0
1760,39,services,unknown,illiterate,unknown,yes,yes,telephone,may,wed,2727,14,10,2,success,0.033166419031358085,94.63932251684315,-49.828445219614,1.9653652374317807,5195.8
1761,26,housemaid,married,professional.course,no,no,no,cellular,mar,thu,1285,24,2,1,failure,-1.8829481755196247,92.96945478146566,-46.257060224871694,2.3174221164007656,5195.8
1762,30,housemaid,married,illiterate,no,unknown,no,cellular,apr,mon,4148,7,20,3,nonexistent,0.6433842239669612,93.89155784971662,-40.17188879518482,3.8034505484939336,5076.2
1763,47,unemployed,divorced,professional.course,unknown,yes,no,cellular,nov,mon,1199,12,9,2,success,-2.6945312532312045,93.55393271284136,-37.948474938512746,3.4456986617997867,5017.5
1764,68,blue-collar,married,professional.course,unknown,unknown,unknown,cellular,may,mon,2866,33,23,0,nonexistent,-0.8393818302465275,92.32299249655193,-33.659650173931496,4.962093609392776,5176.3
1765,29,unemployed,divorced,professional.course,yes,no,yes,cellular,oct,mon,3281,18,0,5,failure,-2.7650315716184912,93.85460766870143,-39.59460967047807,4.306249832959685,5008.7
1766,43,unemployed,single,professional.course,yes,yes,yes,cellular,nov,thu,2952,43,6,0,success,-1.4107035071509733,93.76613565370526,-42.66052125347031,1.7026268049002011,5195.8
1767,65,services,divorced,high.school,unknown,yes,yes,telephone,jul,thu,4658,34,8,4,success,-0.7406244809983806,93.69095327516422,-28.97687959839264,1.9275926721765986,4991.6
1768,69,housemaid,unknown,high.school,unknown,unknown,no,telephone,jun,wed,3221,9,11,2,nonexistent,-3.1911826275536805,92.7628353096788,-45.93702468031898,2.5631838857109694,5076.2
1769,60,housemaid,divorced,professional.course,unknown,unknown,yes,telephone,mar,fri,2320,1,26,6,failure,-2.4193542055525517,92.57678348965284,-38.291280600394515,5.0062711276961895,5191.0
1770,52,technician,divorced,high.school,unknown,yes,yes,cellular,oct,wed,4423,19,8,0,success,-3.1438761499025563,94.1959665117786,-28.73411346447509,4.578501711960995,5195.8
1771,36,blue-collar,divorced,university.degree,no,no,no,telephone,mar,mon,4459,41,9,5,nonexistent,0.6591097942576982,92.74639251052754,-46.81512448258732,2.820126053824143,5023.5
1772,78,admin.,divorced,basic.6y,no,yes,unknown,telephone,may,thu,4662,49,7,4,success,-1.2794425489358887,93.73798920070662,-27.44130130302796,3.89719607493558,5017.5
1773,79,housemaid,single,basic.9y,no,no,yes,telephone,nov,mon,3211,37,18,5,nonexistent,-0.42356394838668,92.53583940963738,-32.36012213341778,4.02860020494863,4963.6
1774,61,blue-collar,married,basic.4y,no,unknown,no,cellular,may,tue,4801,39,22,4,success,-1.001890896763996,93.86673119012343,-34.25934556295593,2.3666659829831778,5195.8
1775,70,admin.,unknown,university.degree,yes,unknown,yes,cellular,dec,wed,3615,44,11,0,failure,-2.69935513620441,93.87914052611589,-30.267433899492467,4.345017237341991,5017.5
1776,30,blue-collar,unknown,university.degree,no,no,unknown,cellular,jul,tue,3888,18,24,5,success,-2.4436963392967885,94.09760891051417,-38.799159513386556,2.4036225595081167,5195.8
1777,73,retired,married,basic.9y,unknown,unknown,no,cellular,oct,wed,2251,14,25,6,nonexistent,-3.002269112026927,93.97732924958677,-36.039508757815554,1.463331764125938,5195.8
1778,43,blue-collar,unknown,high.school,yes,unknown,unknown,telephone,dec,thu,790,26,12,5,nonexistent,0.346471352780811,92.53431393190239,-41.36414355416719,2.170622427665134,5023.5
1779,19,admin.,divorced,professional.course,yes,no,unknown,cellular,sep,thu,4247,6,27,0,failure,1.0015385203244977,93.55234530556612,-30.38250796496966,3.9358037950720695,4991.6
1780,44,unemployed,divorced,basic.6y,yes,unknown,unknown,telephone,oct,fri,3968,30,21,3,failure,-0.34480332665969016,92.96293062939876,-39.7918372356113,2.105732117499623,4991.6
1781,21,admin.,married,high.school,yes,no,no,cellular,dec,fri,3880,35,8,3,success,0.04344197433629127,92.25012976112504,-30.627194114943673,0.8495528075260652,5099.1
1782,54,retired,unknown,professional.course,no,no,no,telephone,dec,tue,4187,39,23,2,failure,-0.9532277859241516,94.22399289291127,-33.36033808545638,2.275896023222196,5076.2
1783,52,admin.,divorced,illiterate,no,no,yes,telephone,mar,fri,303,28,2,4,nonexistent,-2.1813686184554637,92.60246052429022,-48.945219868013865,2.3504124464952314,5099.1
1784,72,admin.,divorced,basic.4y,unknown,yes,no,telephone,nov,tue,3944,34,6,6,failure,0.03885285357383195,93.69386866864939,-50.19020392407507,0.9478208046525721,5017.5
1785,65,self-employed,unknown,university.degree,unknown,no,unknown,telephone,jun,thu,1694,26,19,0,failure,0.21395306479283693,92.97933162119321,-43.11887055438043,2.3709798922371825,5195.8
1786,42,housemaid,unknown,high.school,no,unknown,no,cellular,mar,wed,2609,12,21,4,nonexistent,-0.474160958197011,92.97571418946006,-37.48380212487974,4.513524023141935,5023.5
1787,37,self-employed,unknown,university.degree,no,yes,no,telephone,sep,fri,1507,33,17,0,failure,-0.6674916355367024,94.46302927150653,-34.709402360809065,4.9131424351559225,5076.2
1788,55,technician,unknown,illiterate,no,yes,no,cellular,apr,tue,2082,44,24,3,nonexistent,-0.5140019286393134,94.78101353598186,-44.41309742666323,4.028941758560956,5176.3
1789,43,housemaid,married,illiterate,unknown,unknown,unknown,cellular,sep,fri,1883,14,15,2,failure,0.8877549071974395,94.46991535936002,-43.59943829085246,1.27034454524618,5017.5
1790,51,self-employed,divorced,basic.9y,unknown,unknown,unknown,telephone,aug,fri,2960,26,22,4,success,-2.108779365390414,94.31765736738795,-47.47216741950659,4.825121154625356,5228.1
1791,78,technician,unknown,basic.6y,unknown,yes,no,telephone,nov,tue,4707,34,9,0,failure,-1.1467411861759835,93.5697515999488,-49.749687307303574,1.8727588422763701,5017.5
1792,28,housemaid,single,high.school,no,no,no,telephone,may,fri,1431,23,12,2,nonexistent,0.9001562158088672,93.95090045728463,-45.53608758614682,2.98552730248438,5228.1
1793,74,services,single,illiterate,unknown,unknown,unknown,telephone,jul,mon,4496,44,7,1,success,0.843032745263685,93.90123363484341,-46.96631486800095,3.9947687277914095,4963.6
1794,66,self-employed,married,illiterate,no,no,unknown,cellular,jun,mon,2757,44,7,5,nonexistent,-1.4542147287229377,94.21373917457643,-29.898794670148856,3.7699156650105654,5017.5
1795,19,blue-collar,unknown,basic.4y,yes,yes,yes,cellular,may,mon,605,34,8,3,failure,-3.1154466742460105,94.37224079853375,-45.00217103769484,0.6584482262690328,5076.2
1796,20,entrepreneur,married,basic.9y,unknown,unknown,unknown,telephone,nov,tue,2538,33,1,3,success,-1.9175540485431888,93.52651945042443,-42.83118429351596,2.4739267418548745,4963.6
1797,51,management,married,professional.course,yes,unknown,unknown,cellular,jul,fri,2870,6,5,4,failure,0.7172576642821489,93.84290615789317,-27.955213656678684,4.662180691321444,5195.8
1798,50,admin.,single,high.school,yes,yes,yes,telephone,apr,tue,2326,30,25,5,failure,1.3601784643157386,93.59839840171084,-35.18115901958355,4.3707060205874635,5017.5
1799,23,housemaid,unknown,illiterate,unknown,yes,unknown,cellular,nov,mon,1123,34,17,0,nonexistent,-2.8507782964698865,92.80012205747558,-46.253061103552554,3.2025393375688083,5191.0
1800,57,entrepreneur,married,basic.9y,no,unknown,no,telephone,mar,fri,449,39,0,1,failure,-2.201114315314949,93.22022567269272,-47.18675629222992,3.389327775173743,4963.6
1801,49,retired,divorced,basic.6y,yes,unknown,no,telephone,apr,fri,221,20,25,1,failure,-0.388949084379107,94.6405560862137,-29.948706855366776,2.2330469815021594,5228.1
1802,54,management,married,illiterate,no,no,yes,cellular,aug,wed,2171,21,12,5,success,-3.3692302189576178,94.65801771254651,-38.06712198497415,4.963856137502814,5228.1
1803,74,housemaid,married,basic.4y,unknown,no,yes,cellular,oct,wed,2434,23,12,6,success,-1.8946246542868492,93.90636416470461,-34.45764591647449,2.5187010513229477,5099.1
1804,76,self-employed,divorced,professional.course,yes,no,unknown,telephone,apr,wed,2811,47,15,3,failure,0.8992729989460586,94.01147571093638,-27.191103333022795,3.182802825852615,4963.6
1805,26,housemaid,married,basic.4y,yes,yes,unknown,cellular,jul,wed,2003,6,18,0,failure,-0.8583137973772779,93.03702070036236,-46.04119346136991,1.7842345996627373,5023.5
1806,44,entrepreneur,unknown,university.degree,yes,no,yes,cellular,mar,tue,4604,45,5,5,nonexistent,-2.363331456552619,92.33343564908324,-42.40032311258355,1.962807951184152,4991.6
1807,40,unemployed,unknown,university.degree,unknown,yes,yes,cellular,sep,tue,1103,36,18,6,success,-0.9759777026778216,93.66281237536634,-46.62357659249746,2.786501851633294,5023.5
1808,42,unemployed,single,high.school,yes,unknown,no,telephone,jul,thu,2965,28,7,1,failure,1.2558840379712701,93.7495495040313,-38.23583834402437,2.3477373704903104,5008.7
1809,61,student,married,university.degree,no,yes,yes,cellular,dec,tue,3907,12,8,3,nonexistent,0.5441132900030561,94.69107144248044,-41.11399751160019,1.4591058932197232,5099.1
1810,36,technician,married,basic.9y,no,yes,unknown,cellular,sep,thu,1211,19,22,5,failure,1.3475451141473607,94.58080442437539,-28.568642257674153,1.0903169647409694,4963.6
1811,50,entrepreneur,single,high.school,yes,yes,unknown,cellular,apr,wed,3427,19,14,1,success,-2.1218648003505427,92.73951725491278,-46.934407070457006,0.6392418822500392,4991.6
1812,59,blue-collar,married,high.school,yes,yes,yes,cellular,may,tue,4094,1,14,4,nonexistent,-0.815036052710715,93.05129946400201,-39.89110320300061,3.0869552477853155,5023.5
1813,48,student,married,high.school,unknown,unknown,unknown,cellular,mar,tue,378,11,15,0,failure,-2.657450591693375,92.63470582368181,-37.34815703782723,2.9878860565507286,5228.1
1814,58,student,unknown,basic.4y,unknown,unknown,yes,telephone,nov,tue,1777,27,21,6,success,-2.778699012371723,92.9498150134044,-35.542816602416394,1.6005853875897116,5017.5
1815,20,student,divorced,high.school,no,yes,yes,cellular,sep,fri,1228,13,19,0,nonexistent,-0.6251351685531348,93.16778410662262,-39.52349595808781,1.4073215333502693,5008.7
1816,33,management,single,university.degree,yes,yes,yes,telephone,apr,fri,2424,7,25,1,failure,-2.0689227477430947,93.22924128944646,-40.094259096370834,2.8478505770188267,5228.1
1817,18,student,married,illiterate,unknown,no,unknown,cellular,may,fri,4110,4,0,5,failure,-0.4556691977957019,93.17007275436936,-30.770874704583097,3.5606148104754696,5195.8
1818,71,blue-collar,unknown,professional.course,yes,unknown,no,cellular,sep,wed,1048,37,25,3,failure,0.5087381542559029,93.88751016553816,-48.461228881266614,2.2744143328324813,5023.5
1819,65,self-employed,married,illiterate,no,yes,yes,telephone,aug,wed,381,19,24,6,failure,-0.8336685890163462,94.31005901277194,-28.523957458314698,2.4480839301854114,4991.6
1820,74,admin.,married,basic.9y,unknown,unknown,unknown,cellular,jun,fri,1068,22,8,4,failure,-0.09402762847126667,92.48181660404602,-38.90997753760518,2.3713593599122085,5228.1
1821,73,retired,unknown,basic.4y,unknown,yes,unknown,cellular,jul,fri,2646,37,20,3,success,-0.5059327837575256,92.2205739343745,-27.952935587868787,0.7333485449337988,5176.3
1822,52,housemaid,single,high.school,yes,yes,unknown,telephone,sep,thu,1109,32,15,1,nonexistent,-0.903837092193617,92.41520235106569,-41.85945014145284,4.4315824041836365,4991.6
1823,26,housemaid,single,professional.course,no,yes,no,cellular,oct,thu,4546,38,21,2,failure,1.0416261819513513,92.85990029423465,-29.258315695730786,3.237862340368149,5191.0
1824,19,housemaid,single,high.school,no,no,unknown,cellular,dec,mon,2504,10,5,3,success,-2.184441426914097,93.12900351590253,-45.98447585588546,1.5398880396304908,4991.6
1825,23,entrepreneur,married,university.degree,unknown,unknown,yes,cellular,jul,mon,1851,29,4,0,nonexistent,-1.284722058505932,94.01697608646128,-46.154581394420134,2.74435073242703,5228.1
1826,58,housemaid,single,university.degree,no,yes,unknown,telephone,aug,mon,3660,49,0,1,nonexistent,1.064645131261361,92.91447250219247,-45.62087885330032,3.0185176969613825,5176.3
1827,26,entrepreneur,married,basic.4y,unknown,yes,unknown,telephone,aug,mon,4115,12,25,0,success,0.7100340986895666,92.83793540228542,-31.165162009993992,4.929101599510153,5008.7
1828,41,technician,single,university.degree,unknown,no,no,telephone,oct,mon,4911,27,14,6,nonexistent,-2.468406957981434,94.57998786216098,-50.17724622900707,0.6891560306853136,5008.7
1829,60,technician,divorced,basic.9y,unknown,unknown,unknown,telephone,sep,fri,2625,15,27,2,failure,-0.049793366343160006,94.77047568827842,-43.66110735400496,1.1556802506811772,5099.1
1830,78,blue-collar,single,basic.9y,yes,yes,no,cellular,jul,tue,4788,15,25,1,failure,-2.0025062028804013,94.75890337840526,-35.497619920574834,2.436124553480942,5076.2
1831,52,services,unknown,high.school,no,unknown,no,cellular,may,wed,4685,3,7,5,nonexistent,0.6564206463612288,94.26703315633083,-27.35224687791246,2.1769670894421456,5008.7
1832,63,self-employed,divorced,basic.4y,yes,unknown,unknown,telephone,dec,tue,4439,17,13,6,failure,0.6160444638698386,92.46982337378572,-38.31775359378247,0.8341328519632307,5076.2
1833,41,self-employed,married,university.degree,yes,unknown,yes,cellular,jul,fri,714,43,14,6,failure,0.25984928858198364,94.24325568153182,-31.593692016617545,2.111592585454053,5076.2
1834,57,services,married,illiterate,no,no,no,telephone,oct,thu,2656,46,13,1,failure,-2.764312714794747,93.96067788768516,-31.720460022145318,2.9723251935835164,4963.6
1835,61,entrepreneur,divorced,basic.6y,no,no,yes,telephone,sep,fri,274,39,24,4,nonexistent,-2.734689977773667,94.54609822284871,-41.61230726302804,2.844949866052079,5228.1
1836,20,entrepreneur,single,basic.9y,no,unknown,unknown,telephone,oct,wed,862,42,16,6,success,-0.16349259699615626,94.37426367782038,-43.263938661203255,1.9999908802774478,5191.0
1837,38,student,married,illiterate,no,unknown,no,telephone,may,thu,207,40,4,1,failure,0.07180619713013003,93.11227958973649,-40.778357500235266,1.473131882725565,5228.1
1838,51,management,divorced,basic.4y,no,no,yes,telephone,jun,thu,3479,27,1,1,nonexistent,-1.6700660346590046,93.67503591007822,-45.21939035116472,1.0093167411351787,5076.2
1839,55,retired,divorced,professional.course,unknown,yes,yes,cellular,jul,thu,1593,7,24,0,failure,-0.5826494468145729,93.40207208437579,-46.63700902867453,3.4595924272140426,5017.5
1840,45,student,single,university.degree,unknown,yes,unknown,telephone,apr,thu,3409,37,22,0,failure,-3.3863440265144407,93.89507982305099,-48.88284356588675,0.6894891317942443,5191.0
1841,27,blue-collar,married,university.degree,unknown,yes,unknown,cellular,nov,fri,2726,32,8,2,failure,-2.9743541107702716,94.23087442605303,-41.70705221460962,3.4417205233777097,5176.3
1842,65,blue-collar,divorced,illiterate,unknown,unknown,yes,telephone,oct,thu,90,40,26,2,failure,0.07443670548781567,93.14494361102977,-34.36576283408774,3.1967594130395187,5195.8
1843,34,blue-collar,divorced,basic.9y,no,no,unknown,telephone,jul,mon,641,30,6,6,failure,0.10171976246628311,92.48683643667063,-27.491315336232034,2.37955935404456,5195.8
1844,65,entrepreneur,unknown,high.school,yes,no,yes,telephone,may,mon,2281,46,14,1,failure,-0.4631200761016725,94.59988739064173,-36.133495606810534,4.600333257687504,5008.7
1845,42,entrepreneur,unknown,professional.course,unknown,no,yes,telephone,sep,mon,2476,7,25,5,success,-1.3701433100495408,92.40176841219841,-40.633913080736306,0.8825583695456083,5191.0
1846,61,housemaid,unknown,professional.course,unknown,no,no,cellular,sep,tue,4999,7,12,0,failure,-3.3976998786005,92.70690436388853,-44.57623888447794,1.2621474149539433,4963.6
1847,19,unemployed,divorced,basic.6y,unknown,no,yes,telephone,nov,mon,577,46,7,0,success,-3.345763848581105,92.68802108323568,-46.86523917978349,2.887440748445029,4991.6
1848,57,student,unknown,university.degree,unknown,no,yes,cellular,aug,tue,3648,35,12,3,nonexistent,0.07580282524686233,93.22139626710187,-31.724848774733637,1.0207595069729836,5076.2
1849,34,self-employed,married,professional.course,no,unknown,no,telephone,may,fri,1084,24,20,0,success,-2.3949649740080883,92.8887123007033,-38.51681047882587,3.824453774378851,5017.5
1850,18,blue-collar,single,professional.course,unknown,yes,unknown,telephone,oct,tue,2550,31,13,0,success,-3.0068815129055544,93.68838331804162,-46.6205020675545,5.019720805580836,4963.6
1851,73,technician,unknown,basic.4y,unknown,yes,yes,cellular,jun,thu,2050,45,3,4,nonexistent,-0.05268854515856125,94.26058471533385,-39.432491427745134,1.2300053108737907,5076.2
1852,26,blue-collar,divorced,high.school,yes,yes,yes,telephone,mar,mon,4510,9,8,6,success,0.5625821837058131,94.01957977600063,-48.00951387787581,1.1146191732838528,5191.0
1853,61,entrepreneur,divorced,university.degree,yes,yes,yes,cellular,sep,mon,3125,41,20,3,success,0.4426698910666964,92.72921159460873,-35.88488058817816,2.4884893201010283,5076.2
